duration,protocol_type,service,src_bytes,dst_bytes,failed_logins,count,srv_count,same_srv_rate,diff_srv_rate,attack_type
0,tcp,http,0,0,9,39,33,0.3986318642981234,0.520288894369622,4
4,tcp,ssh,72,206,4,12,9,0.6107613226801588,0.5356149706977452,5
0,tcp,http,0,0,0,306,334,0.14360413908320105,0.9397708194238321,1
3,tcp,smtp,140,222,2,8,6,0.4785540991876653,0.5878092257647591,3
2,tcp,smtp,157,310,1,13,12,0.454917959165557,0.35146964609334813,3
0,tcp,http,0,0,0,162,285,0.09618191527430948,0.9552075566321425,1
0,tcp,ssh,133,806,5,28,16,0.7257733503849033,0.27681287734234955,2
0,tcp,ssh,147,751,8,30,22,0.6380040597583378,0.3520362670474039,2
4,tcp,ssh,90,215,1,19,15,0.6151737666322759,0.48809638022729024,5
0,tcp,http,0,0,0,153,149,0.1266224056668556,0.8806424304043515,1
0,tcp,http,0,0,0,317,224,0.14341051793697093,0.8613235462917457,1
2,tcp,ftp,132,431,3,12,9,0.6509276121144805,0.590153188119489,3
0,tcp,http,0,0,0,398,284,0.05857368669421216,0.8892409180349927,1
0,tcp,http,0,0,0,236,153,0.14860484162592763,0.9065300435987924,1
0,tcp,http,0,0,13,34,35,0.39724345279321266,0.5675067395752507,4
0,tcp,ssh,192,984,8,26,15,0.6784557064073768,0.4641467516469187,2
4,tcp,ssh,80,235,2,16,8,0.6325819047558674,0.48459395099811087,5
0,tcp,http,0,0,13,35,49,0.5908645862598498,0.4762895844554293,4
6,tcp,http,464,3522,0,4,3,1.0,0.0,0
4,tcp,smtp,124,418,2,10,6,0.6006827976457016,0.5467619438233096,3
2,tcp,smtp,123,268,3,11,9,0.4770779138857124,0.47794084682173993,3
0,tcp,ssh,155,926,5,39,19,0.7432177935375606,0.26315738238942576,2
0,tcp,http,0,0,0,347,254,0.09574018969035372,0.9078141572316073,1
2,tcp,ftp,126,310,2,8,12,0.5859559418139297,0.45392122750825237,3
0,tcp,ssh,133,800,5,29,25,0.6920763946816264,0.35223460875563184,2
0,tcp,http,0,0,8,56,37,0.5678414774530038,0.48369483321924656,4
5,tcp,ftp,125,230,1,11,9,0.40176139013288165,0.37431661308143394,3
0,tcp,http,0,0,0,384,337,0.03249896938395903,0.8948033485065015,1
5,tcp,ssh,100,273,3,19,8,0.5289266612867604,0.4182857951047866,5
0,tcp,ssh,146,795,12,27,25,0.6669295375872535,0.39764245217580596,2
0,tcp,ssh,122,789,12,28,18,0.6929189978608978,0.2572923847426123,2
3,tcp,smtp,146,418,3,12,7,0.5270182583308418,0.47932641796959785,3
0,tcp,http,0,0,9,42,42,0.43702316012443654,0.4763445998626182,4
0,tcp,http,0,0,8,57,44,0.5570924161935802,0.49531346838668333,4
4,tcp,smtp,141,251,2,9,7,0.4693989169518447,0.30004138422766097,3
4,tcp,ssh,117,334,4,11,13,0.6425273191464534,0.5341922922172936,5
9,udp,smtp,433,4215,0,1,3,1.0,0.0,0
2,tcp,ssh,60,400,3,12,8,0.4587982146516199,0.477180828447686,5
2,tcp,ssh,113,359,1,13,12,0.5912084178847676,0.414152111536702,5
0,tcp,http,0,0,0,179,357,0.031715173840920236,0.8578887266942077,1
0,tcp,ssh,135,758,6,28,25,0.7418785374749173,0.42055145269035393,2
2,tcp,ftp,160,402,2,10,6,0.4791968153915318,0.46911128679258185,3
0,tcp,ssh,175,794,6,22,18,0.6488602695521648,0.4952587987332689,2
0,tcp,http,0,0,0,267,253,0.11975573008955345,0.949855757326859,1
0,tcp,http,0,0,0,236,284,0.04526576674184131,0.8709699199648432,1
0,tcp,ssh,192,869,8,40,27,0.6163982415942261,0.3694207885161137,2
0,tcp,http,0,0,0,151,283,0.1479631666584457,0.8654798535902298,1
0,tcp,http,0,0,13,45,39,0.5578282529068819,0.6958784077389242,4
0,tcp,http,0,0,0,216,211,0.14055784582854075,0.9256327748400437,1
0,tcp,http,0,0,0,341,181,0.07026483083426065,0.8638714849533147,1
5,tcp,ssh,84,358,3,20,8,0.4859543311392805,0.4973103797377747,5
4,tcp,smtp,140,262,1,8,10,0.5965057730535385,0.4268188343401338,3
4,tcp,smtp,102,265,3,15,6,0.6142158025552771,0.5058711117663699,3
0,tcp,http,0,0,10,33,48,0.5881789339446284,0.4192213045247748,4
2,tcp,ftp,127,212,3,13,6,0.4347458512631835,0.45796188041852476,3
5,tcp,ftp,141,436,3,12,8,0.6790267733549171,0.5102271948381354,3
5,tcp,ssh,94,241,4,20,12,0.5412267706185775,0.35344024644746513,5
0,tcp,http,0,0,13,59,43,0.5023919210711966,0.4712038667271866,4
0,tcp,ssh,185,706,5,33,19,0.6300642440707829,0.3884841787854826,2
5,tcp,smtp,153,317,3,8,9,0.6629531846774022,0.40133610116502905,3
0,tcp,http,0,0,14,48,47,0.5733863400250747,0.4602054259369647,4
6,tcp,smtp,106,458,1,12,12,0.5147863945997935,0.4903549841361555,3
0,tcp,http,0,0,10,36,50,0.33686645550488,0.4798635254368376,4
9,tcp,http,277,1966,0,2,4,1.0,0.0,0
0,tcp,http,0,0,10,47,41,0.5336360516414445,0.5762172502953914,4
0,tcp,ssh,189,962,9,38,30,0.5610128815697171,0.354737907634722,2
0,tcp,http,0,0,11,34,25,0.5509034652982541,0.4631573396405474,4
0,tcp,http,0,0,0,329,237,0.05199550990895328,0.867831800941349,1
0,tcp,http,0,0,13,50,49,0.3786704943354047,0.6176799234210881,4
0,tcp,http,0,0,15,41,38,0.32550657182286635,0.6618590450709404,4
0,tcp,http,0,0,13,47,42,0.31531733476022267,0.48141849695782446,4
0,tcp,http,0,0,0,162,287,0.08804330597069863,0.928480555393282,1
0,tcp,http,0,0,14,54,45,0.45769358958952205,0.4235559554491815,4
0,tcp,http,0,0,0,295,152,0.09730487013699679,0.9173266782234109,1
3,tcp,ssh,108,363,2,18,11,0.48383379772976015,0.39660707666579553,5
6,tcp,smtp,108,308,3,8,8,0.6831215169896763,0.5344919631536721,3
0,tcp,http,0,0,13,49,49,0.4494436770403408,0.6812124712588615,4
0,tcp,http,0,0,0,225,223,0.09588890429975915,0.9692309824850162,1
0,tcp,http,0,0,0,320,190,0.042943545779498,0.9279798843503573,1
0,tcp,http,0,0,0,315,323,0.12771873903940678,0.8811965131894622,1
6,tcp,http,310,3430,0,1,5,1.0,0.0,0
4,tcp,ssh,89,238,1,16,10,0.6455024357299968,0.3602825637003171,5
4,udp,smtp,470,3836,0,4,2,1.0,0.0,0
0,tcp,ssh,194,995,8,27,29,0.6387077964769454,0.4004988849217407,2
0,tcp,http,0,0,11,46,31,0.4572261241987021,0.6916727526994747,4
0,tcp,ssh,133,823,9,25,18,0.7546713453435732,0.38507642160239175,2
9,tcp,smtp,256,3871,0,4,2,1.0,0.0,0
4,udp,smtp,501,3468,0,2,2,1.0,0.0,0
0,tcp,http,0,0,13,40,36,0.4832178073798697,0.4271392352467132,4
6,tcp,ftp,129,427,3,12,10,0.45779893033053715,0.5236003039260416,3
0,tcp,ssh,164,705,5,26,19,0.6400676239149156,0.39740377583543496,2
0,tcp,http,0,0,0,191,358,0.07002818296057653,0.8558789653974647,1
2,tcp,ssh,85,284,1,13,11,0.5702764086482448,0.48980483533164243,5
10,tcp,dns,466,4191,0,1,1,1.0,0.0,0
4,tcp,smtp,132,202,2,8,7,0.6755340599183481,0.5695048587552356,3
0,tcp,http,0,0,10,44,39,0.5984264302503762,0.6223859822910418,4
0,tcp,http,0,0,0,351,222,0.10541950110149086,0.8617270487188289,1
0,tcp,ssh,127,799,9,23,21,0.786267123506214,0.46551614710537603,2
2,tcp,ssh,108,233,4,19,15,0.5710853020941771,0.4112012670691427,5
0,tcp,ssh,153,964,10,30,20,0.7316372846244631,0.4187755698354998,2
3,udp,dns,291,1733,0,2,2,1.0,0.0,0
5,tcp,ftp,109,371,3,13,12,0.5969522543535714,0.4869292603937697,3
3,tcp,smtp,106,257,1,15,12,0.5267774865047058,0.4955342029898087,3
0,tcp,ssh,151,990,9,34,29,0.6409576884217499,0.3309299811008899,2
0,tcp,http,0,0,13,42,30,0.3308536188370167,0.4959265744260307,4
0,tcp,ssh,145,970,12,29,30,0.7789508538958481,0.2754993667585332,2
0,tcp,ssh,186,726,11,36,25,0.635292052955221,0.30319556324980435,2
0,tcp,http,0,0,9,49,47,0.30360445680552695,0.5866890596450306,4
0,tcp,http,0,0,12,32,49,0.5059606556845563,0.5601437723848026,4
5,tcp,smtp,125,317,2,8,6,0.5140921739144814,0.3781115113260546,3
0,tcp,http,0,0,12,46,37,0.30359174331094063,0.49832212843371065,4
3,tcp,ssh,69,295,3,13,12,0.5256477692219328,0.4964368019927762,5
4,tcp,ssh,84,395,3,17,9,0.46666022145038544,0.4546794678622773,5
0,tcp,ssh,151,796,12,37,27,0.7891532047203091,0.24539359685094791,2
10,tcp,http,265,1861,0,5,2,1.0,0.0,0
8,udp,dns,226,3279,0,3,4,1.0,0.0,0
0,tcp,http,0,0,0,190,195,0.09026692829684871,0.950183993736249,1
0,tcp,http,0,0,8,57,37,0.41107719529080194,0.6590563813832002,4
0,tcp,ssh,152,997,5,31,16,0.6316858409996522,0.3208728801056671,2
5,tcp,ftp,141,400,3,11,10,0.6215655094779526,0.5128001231262214,3
5,tcp,ssh,105,308,3,12,11,0.6159258119613719,0.41302372045872204,5
0,tcp,http,0,0,0,211,185,0.09789851325095866,0.8824509804187043,1
5,tcp,dns,308,2741,0,3,2,1.0,0.0,0
0,tcp,http,0,0,0,308,242,0.08996643688539575,0.9192332806055544,1
0,tcp,http,0,0,0,266,164,0.09418862200529232,0.8731941040543967,1
0,tcp,ssh,182,1000,8,20,17,0.6302755427246018,0.45397044090179123,2
0,tcp,http,0,0,11,32,45,0.31331278806143453,0.6478071505716816,4
4,tcp,ssh,92,328,3,11,14,0.4510526100492198,0.5250382392785354,5
5,tcp,ssh,71,219,1,11,8,0.4899247657697712,0.45197985806570423,5
0,tcp,http,0,0,11,33,50,0.5581936014296871,0.6962003149624132,4
2,tcp,ftp,146,380,2,10,7,0.5990443088130968,0.5897556923527052,3
0,tcp,ssh,169,977,8,37,23,0.7205369361434482,0.23445433281203504,2
5,udp,dns,399,1833,0,1,1,1.0,0.0,0
0,tcp,http,0,0,0,168,153,0.13897674542919738,0.9712063568236823,1
0,tcp,ssh,158,852,10,24,26,0.646557197003041,0.2716231636988196,2
0,tcp,ssh,123,1000,11,30,26,0.5391920311146038,0.4674480821055444,2
0,tcp,http,0,0,0,249,317,0.11185871409148909,0.9129116631478144,1
8,udp,smtp,479,2217,0,4,3,1.0,0.0,0
3,tcp,smtp,144,219,3,13,8,0.4685581488123282,0.4678359036007945,3
2,tcp,ssh,63,313,4,19,12,0.5685070522798428,0.3962678738652023,5
0,tcp,ssh,146,964,6,31,29,0.5177692951375423,0.22158683374369004,2
6,tcp,smtp,107,420,1,8,10,0.42005915324801435,0.5813694462723975,3
0,tcp,http,0,0,10,52,43,0.3748177097097675,0.44339842797746376,4
8,udp,http,501,2829,0,2,2,1.0,0.0,0
5,tcp,ssh,73,288,3,10,8,0.5779043764197075,0.5427520105541204,5
0,tcp,http,0,0,0,277,232,0.13829737386871366,0.9796303805831177,1
10,tcp,dns,358,2045,0,3,1,1.0,0.0,0
2,tcp,ftp,143,402,3,8,8,0.6731168006396,0.48066311840147613,3
5,tcp,ssh,107,249,3,11,15,0.46379465983956514,0.4875164382927656,5
5,tcp,dns,285,3131,0,4,2,1.0,0.0,0
9,udp,smtp,531,2127,0,5,3,1.0,0.0,0
6,tcp,ftp,150,282,3,10,12,0.5261195198658716,0.43916601481169915,3
3,tcp,ftp,86,240,3,15,9,0.49242515155486394,0.4056553812495276,3
0,tcp,ssh,120,905,5,25,30,0.7115017259567559,0.2981170741865753,2
8,tcp,smtp,429,2916,0,4,1,1.0,0.0,0
4,tcp,smtp,124,486,3,8,8,0.4356067534717952,0.36810477519948953,3
0,tcp,http,0,0,10,30,43,0.35269303531824336,0.5792431221139349,4
2,tcp,ftp,134,313,2,9,9,0.6384832446283288,0.5595178825742837,3
2,tcp,ftp,136,267,1,11,11,0.6718936339373865,0.4510820239453003,3
6,tcp,dns,537,2330,0,3,1,1.0,0.0,0
0,tcp,http,0,0,0,212,288,0.05738246310938541,0.9625863690808331,1
0,tcp,ssh,150,942,9,31,16,0.6695834389630395,0.3939360443380355,2
0,tcp,http,0,0,8,38,35,0.36338249061386774,0.6101933057786447,4
2,tcp,ftp,123,260,2,9,8,0.5734462672019205,0.39208584893999776,3
4,tcp,ftp,127,485,2,9,7,0.6279037107786624,0.5386756692225995,3
3,udp,http,464,3061,0,5,2,1.0,0.0,0
0,tcp,http,0,0,0,278,217,0.12391458478251509,0.8694960519092806,1
0,tcp,ssh,179,803,11,27,18,0.7712607625974833,0.2691120727798012,2
0,tcp,ssh,144,710,6,26,26,0.5418820675199536,0.4721413290984161,2
5,tcp,ftp,126,456,1,11,7,0.5940229940354769,0.32476712789011974,3
2,tcp,ftp,147,342,2,12,12,0.5906534468243662,0.5466884331945271,3
0,tcp,ssh,194,967,10,28,30,0.7755623466674123,0.24130702692186728,2
0,tcp,http,0,0,15,41,32,0.4622422542012251,0.6601799315174457,4
5,tcp,ssh,116,291,1,16,11,0.48938006630343234,0.5251644488524522,5
3,tcp,ftp,82,315,3,15,6,0.45210090621565735,0.3079403847591844,3
0,tcp,ssh,153,808,10,23,30,0.5763034961893112,0.28491959493521113,2
0,tcp,http,0,0,15,41,39,0.5225112731198037,0.5003315232566272,4
0,tcp,http,0,0,11,30,35,0.4641897726856911,0.6513660573479794,4
0,tcp,http,0,0,12,57,32,0.5031764979478498,0.6544733091672308,4
5,tcp,ftp,133,235,3,10,12,0.4782392443109675,0.3561218477906937,3
4,tcp,smtp,83,201,1,9,7,0.6158787762870231,0.45875987219048153,3
6,udp,dns,328,2605,0,1,5,1.0,0.0,0
0,tcp,ssh,159,783,10,40,18,0.6329908706778783,0.2134301370225242,2
2,tcp,ssh,41,397,4,18,10,0.5036322722790152,0.511497367672012,5
4,tcp,ssh,67,324,2,18,14,0.5207815451750325,0.5422959788045436,5
0,tcp,http,0,0,11,60,30,0.3625478788328502,0.5370710080325615,4
0,tcp,http,0,0,0,181,367,0.07295957410519584,0.8929722218838388,1
0,tcp,http,0,0,9,58,25,0.3865588672759016,0.4115517232262152,4
3,tcp,http,553,4833,0,5,1,1.0,0.0,0
0,tcp,http,0,0,0,167,351,0.1438235775268876,0.9229200696843429,1
0,tcp,http,0,0,0,252,315,0.040965341733067,0.9638471556031495,1
3,tcp,ssh,50,327,4,18,15,0.47905512233114206,0.5413097294043574,5
3,udp,smtp,488,3208,0,3,2,1.0,0.0,0
3,tcp,ssh,53,399,3,12,14,0.6447671087064746,0.5308871746428473,5
0,tcp,ssh,131,729,10,39,20,0.797144133819875,0.35259843862244367,2
0,tcp,http,0,0,8,52,25,0.5648803346548225,0.6016892903778325,4
5,tcp,ssh,99,249,3,17,12,0.5341715160403169,0.4970998567852571,5
4,udp,dns,547,2833,0,1,3,1.0,0.0,0
0,tcp,http,0,0,0,173,166,0.04461100589010668,0.8916298379742095,1
0,tcp,http,0,0,0,292,147,0.11554646650969179,0.897448940555769,1
0,tcp,ssh,142,949,11,38,15,0.7234696359397093,0.3808443630917555,2
5,tcp,ssh,59,335,1,20,15,0.6445320090583925,0.3589372601768218,5
0,tcp,http,0,0,0,296,314,0.07991882201773987,0.9614623727681025,1
0,tcp,ssh,159,788,12,36,15,0.6794933388783245,0.4801647989093015,2
6,tcp,http,518,2021,0,5,4,1.0,0.0,0
6,tcp,smtp,548,2504,0,2,2,1.0,0.0,0
0,tcp,http,0,0,0,245,361,0.07811754353419564,0.8959987083529635,1
3,tcp,dns,390,4831,0,2,5,1.0,0.0,0
0,tcp,http,0,0,12,40,44,0.3749537747500983,0.6936538415478107,4
3,udp,dns,222,4658,0,4,2,1.0,0.0,0
0,tcp,ssh,168,743,5,33,29,0.6000926221764264,0.3303617077929213,2
0,tcp,ssh,158,966,10,30,19,0.6217899463380379,0.4780062331000898,2
5,tcp,ssh,106,297,3,20,8,0.49314596870789035,0.4649804270031699,5
0,tcp,http,0,0,0,156,259,0.03651089212928278,0.8849102974530569,1
3,tcp,ftp,124,208,2,15,8,0.6126669710293312,0.39092240307663917,3
3,tcp,smtp,140,479,3,15,10,0.45963463285761935,0.5635582610442318,3
0,tcp,ssh,139,963,10,25,25,0.6539708448080783,0.44668565764580526,2
0,tcp,http,0,0,0,177,183,0.11495425235767105,0.931086556292634,1
0,tcp,http,0,0,9,37,28,0.4521740988304018,0.5377131222243007,4
0,tcp,http,0,0,0,296,266,0.024288176204949323,0.8902913894510524,1
4,udp,dns,392,2169,0,3,2,1.0,0.0,0
0,tcp,http,0,0,0,302,318,0.11033816153159427,0.8610976090788403,1
0,tcp,http,0,0,0,346,313,0.09648473649075846,0.943445925449117,1
3,tcp,smtp,552,4866,0,4,4,1.0,0.0,0
2,tcp,smtp,85,476,3,8,6,0.4958439287299009,0.36337989382034397,3
3,udp,smtp,441,1518,0,5,1,1.0,0.0,0
0,tcp,ssh,196,774,12,29,23,0.5529847708423474,0.2544947154250105,2
10,udp,dns,421,4845,0,5,3,1.0,0.0,0
0,tcp,http,0,0,14,51,27,0.49310357418268114,0.4941126231083791,4
2,tcp,ssh,99,292,2,18,11,0.6313647842723206,0.4563961314180164,5
3,tcp,ssh,105,220,3,13,11,0.47124687818977534,0.5424908380366031,5
0,tcp,http,0,0,0,233,322,0.06020831688863565,0.9025181719764712,1
4,tcp,smtp,114,456,1,14,6,0.545189193129623,0.5786014481251677,3
10,udp,http,334,2848,0,3,3,1.0,0.0,0
5,tcp,ftp,107,218,2,12,12,0.6986424806147986,0.5762264632657534,3
0,tcp,http,0,0,15,53,40,0.42529906257943906,0.408485598662459,4
3,tcp,smtp,136,373,3,14,12,0.48748801193729396,0.5479410476437523,3
0,tcp,http,0,0,0,183,331,0.09326126904591234,0.9597122436744492,1
0,tcp,ssh,159,990,5,40,30,0.7335574874175855,0.39397795717860745,2
7,tcp,dns,538,1975,0,1,1,1.0,0.0,0
0,tcp,ssh,128,852,11,25,24,0.7277019623120701,0.47355401895479526,2
0,tcp,http,0,0,0,270,332,0.09298609367546903,0.8934125609678187,1
3,tcp,smtp,152,254,1,13,7,0.6180670285811282,0.5443477719698901,3
0,tcp,ssh,197,922,6,30,25,0.7779880201230511,0.46980510347693055,2
8,udp,dns,234,3475,0,5,1,1.0,0.0,0
4,udp,smtp,346,2165,0,2,5,1.0,0.0,0
0,tcp,http,0,0,11,54,33,0.5445981708951999,0.6449614884312648,4
9,tcp,smtp,277,2724,0,4,4,1.0,0.0,0
10,tcp,dns,556,3128,0,3,5,1.0,0.0,0
5,tcp,ssh,87,342,3,16,13,0.5046865499355159,0.535765127143392,5
6,tcp,smtp,127,234,3,13,7,0.5531367125085035,0.5596684370368192,3
0,tcp,http,0,0,0,292,257,0.09520027886921396,0.8738743231307469,1
0,tcp,http,0,0,0,179,368,0.0726884455401146,0.9062874553956498,1
3,tcp,smtp,85,304,3,8,8,0.47727774590482014,0.5305744984166039,3
2,tcp,ftp,147,253,2,14,6,0.6604904370834623,0.4000893905613368,3
3,tcp,ssh,116,281,3,17,11,0.4597041727419703,0.3918171108370481,5
2,tcp,ssh,59,208,4,18,10,0.5007465025022971,0.518892140260941,5
0,tcp,ssh,180,957,12,30,23,0.6374998021513953,0.43108566014751915,2
4,tcp,smtp,117,274,2,10,10,0.5647121923603863,0.5284306020508149,3
0,tcp,http,0,0,9,52,36,0.38480840607161554,0.5610349096967878,4
0,tcp,http,0,0,10,37,40,0.47429409573310644,0.6274171933992461,4
6,tcp,http,511,4698,0,3,5,1.0,0.0,0
0,tcp,ssh,166,773,8,23,19,0.7125520559045555,0.42128147676223326,2
0,tcp,http,0,0,0,170,281,0.11415680192303695,0.9207307653392689,1
0,tcp,http,0,0,11,32,31,0.5470013386339098,0.5848653502852295,4
4,tcp,http,331,2101,0,1,2,1.0,0.0,0
0,tcp,http,0,0,0,323,304,0.05944852301652315,0.9095948714408468,1
3,tcp,ssh,105,269,3,12,14,0.5231875761433172,0.3724186186333141,5
0,tcp,http,0,0,13,31,43,0.5824275856607674,0.6947255242871246,4
4,tcp,ftp,157,270,3,14,9,0.682689876749228,0.5243597506097789,3
0,tcp,http,0,0,0,183,293,0.028291282548783214,0.9251752856959244,1
8,tcp,http,472,4360,0,4,4,1.0,0.0,0
0,tcp,http,0,0,11,45,44,0.3585829326233311,0.49378991494346564,4
5,tcp,ftp,133,484,3,9,7,0.6840205975829712,0.4583847658464265,3
0,tcp,http,0,0,11,49,42,0.583512775607758,0.4295914062227412,4
2,tcp,smtp,99,286,3,13,8,0.42941498967529046,0.3163073395098092,3
9,tcp,dns,503,4953,0,1,1,1.0,0.0,0
4,tcp,ssh,120,328,2,15,12,0.5218227642019936,0.4268179181313574,5
0,tcp,ssh,133,966,10,30,20,0.639648498680758,0.26498569153155466,2
0,tcp,http,0,0,13,57,46,0.3280312034654946,0.5299066548350204,4
3,tcp,smtp,128,296,1,8,6,0.6914417336040055,0.42774693088024374,3
0,tcp,ssh,155,858,6,28,15,0.6051059380675434,0.4883446722596558,2
4,tcp,smtp,88,285,2,13,8,0.5194457398162963,0.46394894792485375,3
0,tcp,http,0,0,11,32,48,0.34677814611768565,0.5847528914069053,4
2,tcp,ssh,90,386,3,17,9,0.6313255755265613,0.5062877105700271,5
5,tcp,ftp,123,244,3,13,10,0.4761411245644384,0.3973824082166152,3
4,udp,dns,461,4095,0,1,1,1.0,0.0,0
0,tcp,ssh,133,877,8,32,26,0.6921239668085011,0.21934634061241032,2
7,udp,smtp,484,3012,0,5,2,1.0,0.0,0
9,udp,http,388,3324,0,1,2,1.0,0.0,0
10,udp,smtp,585,1942,0,1,2,1.0,0.0,0
0,tcp,ssh,149,791,9,38,19,0.6799596374540154,0.3508396017569252,2
0,tcp,http,0,0,13,37,31,0.35606567650487664,0.610881835586447,4
0,tcp,http,0,0,0,363,234,0.10135293338474914,0.883907814123767,1
4,tcp,http,562,2618,0,3,3,1.0,0.0,0
0,tcp,ssh,200,797,7,37,22,0.759543822579334,0.4868194371087058,2
4,tcp,dns,581,1667,0,1,1,1.0,0.0,0
0,tcp,http,0,0,0,197,370,0.058099612054502994,0.9209523374648483,1
2,tcp,ssh,40,223,2,12,15,0.5839058508009102,0.3637266223711654,5
3,udp,smtp,507,2177,0,4,4,1.0,0.0,0
0,tcp,ssh,186,770,10,32,17,0.5698426351109085,0.21004866244473216,2
4,tcp,ssh,55,200,3,14,9,0.5767758521247057,0.433340906137237,5
0,tcp,http,0,0,0,337,279,0.12420445198225277,0.8597917985796608,1
9,udp,dns,268,1853,0,4,2,1.0,0.0,0
0,tcp,ssh,170,795,10,38,27,0.7571043710767803,0.3570440697350009,2
0,tcp,ssh,171,1000,6,24,28,0.6406288593446382,0.33242480196741,2
0,tcp,ssh,149,767,8,37,22,0.5140182457858754,0.24622397247319563,2
4,tcp,ftp,126,412,2,8,8,0.6019670893738925,0.4522570804153999,3
0,tcp,http,0,0,12,46,36,0.5609164225508484,0.6051869131606061,4
0,tcp,http,0,0,10,53,49,0.545251313875579,0.5541804338912457,4
3,tcp,smtp,158,448,3,8,10,0.4305671223524346,0.34261743139935635,3
0,tcp,http,0,0,0,330,226,0.12257277669974548,0.9317300694196982,1
0,tcp,http,0,0,0,327,246,0.0488918115057495,0.9288184830373227,1
0,tcp,http,0,0,13,42,31,0.5238666688515702,0.49976415112690814,4
0,tcp,http,0,0,0,310,254,0.1288701918528112,0.9021855706899423,1
0,tcp,http,0,0,0,237,202,0.09258423524475042,0.8908875873002625,1
2,tcp,ssh,71,222,2,15,9,0.46504140089662344,0.4280942697866643,5
0,tcp,http,0,0,0,258,373,0.031349192162362594,0.8856915826237649,1
0,tcp,ssh,181,771,8,22,26,0.689752813531927,0.33925303630051884,2
4,tcp,smtp,433,4490,0,1,1,1.0,0.0,0
4,tcp,ssh,90,304,1,17,9,0.5940945917165152,0.3679794099081749,5
0,tcp,http,0,0,0,399,333,0.09085822555432282,0.9568135321727372,1
0,tcp,ssh,192,846,12,22,16,0.6578730597394586,0.4181484512758151,2
6,tcp,smtp,391,2358,0,1,4,1.0,0.0,0
5,tcp,smtp,132,327,3,11,10,0.45778207371795704,0.480215583408238,3
0,tcp,http,0,0,0,256,149,0.020625486719994084,0.8668575107282742,1
0,tcp,ssh,131,995,8,27,29,0.6818074688104387,0.4013899045247696,2
6,tcp,smtp,97,236,3,12,6,0.4757847844715373,0.3350917834011873,3
5,udp,http,477,3913,0,1,3,1.0,0.0,0
6,udp,http,384,1650,0,5,1,1.0,0.0,0
0,tcp,http,0,0,0,337,252,0.0942999859655813,0.9109423541024512,1
0,tcp,http,0,0,15,34,48,0.3185375927325188,0.687219668290626,4
5,tcp,ssh,90,310,2,15,12,0.542948571615572,0.43302429739245635,5
0,tcp,ssh,195,942,6,25,18,0.712877357025365,0.49656429418715003,2
3,tcp,ssh,113,237,1,16,14,0.5170670342703232,0.4696183340434502,5
9,udp,http,393,3893,0,2,3,1.0,0.0,0
6,tcp,ftp,93,432,3,14,8,0.5965230340812563,0.43853523374327874,3
5,tcp,ssh,68,278,1,20,12,0.6497059205696949,0.43947246816620344,5
5,tcp,ssh,108,261,1,16,11,0.5879003057163884,0.49004512047693793,5
0,tcp,http,0,0,0,299,176,0.03539991507945281,0.9169018193761396,1
4,tcp,smtp,86,376,1,13,9,0.6798802339214658,0.39111768100771954,3
0,tcp,http,0,0,0,363,253,0.10080135452857882,0.8754575692041905,1
5,tcp,smtp,110,331,1,9,7,0.6786227786861814,0.31534232863008077,3
5,tcp,ssh,104,327,2,20,14,0.5946653686961266,0.4153509735883428,5
8,udp,smtp,291,3408,0,1,2,1.0,0.0,0
4,tcp,ftp,94,247,2,12,9,0.5036092207382317,0.5269334204406352,3
5,tcp,ftp,113,409,3,9,9,0.5230485928864536,0.5649548444801831,3
9,tcp,dns,256,3918,0,3,3,1.0,0.0,0
0,tcp,http,0,0,14,52,29,0.41544704387603343,0.5519801374963811,4
0,tcp,http,0,0,13,39,38,0.35428850866275385,0.4110635965928617,4
0,tcp,http,0,0,11,45,42,0.5179145254203467,0.4197805641223865,4
5,tcp,ssh,70,246,4,16,9,0.5714934537232995,0.5177598557021137,5
2,tcp,smtp,146,485,1,12,6,0.6454266590195104,0.41495859224424625,3
7,tcp,smtp,595,3770,0,5,3,1.0,0.0,0
0,tcp,http,0,0,0,391,189,0.1403380794767106,0.8657937289034208,1
3,tcp,ftp,126,283,2,12,7,0.4090961131725072,0.4698191791459275,3
2,tcp,ssh,42,278,4,17,15,0.6055124862432922,0.49894628597776525,5
0,tcp,http,0,0,9,60,26,0.5944061017649694,0.5190427925458954,4
7,tcp,smtp,522,3509,0,5,4,1.0,0.0,0
3,udp,dns,486,4280,0,4,4,1.0,0.0,0
2,tcp,ftp,81,427,3,9,10,0.6280700743719057,0.563710982830347,3
2,tcp,ssh,88,344,1,10,15,0.5821048821606823,0.5112015648534182,5
0,tcp,http,0,0,12,30,44,0.4942635189080202,0.4129886524519489,4
4,tcp,ssh,120,335,4,17,14,0.5968405399845956,0.47371778185288604,5
3,tcp,http,589,4311,0,2,1,1.0,0.0,0
0,tcp,ssh,189,996,10,27,26,0.7797900059442244,0.3535273366147409,2
0,tcp,http,0,0,13,35,49,0.4196919270421927,0.541792392779583,4
6,tcp,ftp,116,374,2,9,8,0.5345091303277179,0.3722416873757679,3
0,tcp,ssh,135,836,11,21,19,0.7204894288136726,0.3339558369605983,2
9,tcp,smtp,259,2048,0,4,4,1.0,0.0,0
10,udp,smtp,409,3984,0,4,4,1.0,0.0,0
0,tcp,http,0,0,12,54,38,0.3936573513701995,0.6679719639893086,4
