duration,protocol_type,src_bytes,dst_bytes,failed_logins,logged_in,count,srv_count,serror_rate,srv_serror_rate
13,udp,302,1153,1,0,21,11,0.24,0.28
3,udp,151,1517,0,0,10,2,0.24,0.49
8,udp,59,721,4,0,8,8,0.08,0.29
5,tcp,202,1709,5,0,31,21,0.41,0.28
12,tcp,87,1326,4,0,48,25,0.29,0.43
11,tcp,460,143,3,0,47,7,0.37,0.22
14,tcp,457,1338,3,1,5,16,0.06,0.1
2,tcp,156,1817,0,0,50,4,0.13,0.09
15,udp,428,1644,5,0,44,16,0.01,0.29
8,tcp,253,994,2,1,7,6,0.39,0.06
20,udp,392,1656,5,0,33,14,0.27,0.05
3,tcp,392,967,5,0,15,25,0.28,0.12
10,udp,201,1129,2,1,17,23,0.05,0.49
11,udp,135,428,4,0,29,18,0.33,0.21
1,udp,263,1274,1,0,12,26,0.45,0.45
8,tcp,209,1478,1,0,36,14,0.44,0.1
15,tcp,416,1920,4,0,19,21,0.46,0.17
14,tcp,227,1439,1,1,23,1,0.21,0.39
5,udp,390,1834,4,0,23,20,0.26,0.07
14,tcp,185,1059,5,0,50,1,0.4,0.01
3,tcp,289,1205,0,1,36,17,0.13,0.17
8,udp,256,1125,3,1,31,26,0.16,0.09
4,udp,190,1491,2,1,42,2,0.31,0.47
11,tcp,79,1556,3,0,19,1,0.04,0.28
15,udp,489,893,0,1,1,4,0.2,0.34
14,tcp,262,927,5,0,26,16,0.05,0.24
12,udp,137,1762,2,0,17,26,0.24,0.01
10,udp,377,1315,4,0,47,7,0.02,0.27
9,udp,363,1933,3,1,4,27,0.32,0.15
16,tcp,388,1759,1,0,8,30,0.33,0.42
19,udp,215,1903,2,0,42,18,0.29,0.45
18,udp,287,542,5,0,5,23,0.23,0.02
9,udp,323,742,0,1,34,1,0.35,0.43
8,udp,97,1967,4,0,24,8,0.45,0.03
13,udp,86,1569,5,0,4,14,0.44,0.06
5,tcp,188,1624,5,0,14,12,0.49,0.32
1,udp,492,1582,0,1,26,27,0.01,0.48
5,udp,418,520,3,0,23,19,0.18,0.1
6,udp,362,1495,1,0,5,22,0.21,0.35
10,udp,242,530,1,1,4,20,0.17,0.02
12,tcp,477,1740,2,1,40,3,0.08,0.1
20,tcp,155,1974,0,0,48,14,0.32,0.27
12,udp,63,539,0,0,8,16,0.27,0.08
12,udp,188,992,2,1,47,24,0.05,0.06
8,tcp,88,1611,3,0,42,7,0.14,0.26
13,tcp,338,1606,2,1,31,14,0.14,0.14
20,udp,351,897,2,0,43,30,0.09,0.1
3,udp,91,248,5,0,45,30,0.15,0.44
2,udp,236,672,3,0,45,16,0.24,0.17
3,udp,206,653,1,0,16,24,0.49,0.24
5,tcp,277,852,4,0,26,25,0.34,0.09
9,udp,362,453,1,0,11,26,0.43,0.12
16,tcp,347,385,5,0,18,10,0.44,0.02
15,tcp,235,572,2,1,17,22,0.22,0.47
5,udp,313,217,5,0,9,28,0.37,0.41
13,tcp,319,549,5,0,14,9,0.08,0.42
19,udp,424,1947,4,0,48,24,0.03,0.23
8,tcp,386,1385,0,0,12,18,0.06,0.04
20,udp,332,910,0,0,21,12,0.38,0.09
12,tcp,450,1393,4,0,13,29,0.26,0.28
9,udp,281,826,4,0,9,7,0.37,0.22
3,udp,471,1563,1,0,28,27,0.22,0.29
18,udp,256,621,4,0,11,3,0.42,0.05
10,udp,127,1023,4,0,44,12,0.32,0.02
3,tcp,256,637,0,1,28,6,0.43,0.16
17,tcp,405,1212,5,0,36,28,0.2,0.38
2,tcp,50,916,5,0,47,26,0.25,0.15
20,udp,329,1568,2,1,27,2,0.35,0.21
4,udp,274,1298,1,0,8,11,0.27,0.29
4,tcp,350,1987,0,0,42,6,0.14,0.43
7,tcp,442,1064,4,0,36,21,0.22,0.4
16,udp,391,1287,3,0,3,16,0.28,0.29
15,tcp,343,1727,1,0,13,6,0.03,0.17
13,udp,251,1813,2,1,1,11,0.01,0.04
19,tcp,493,330,3,0,47,8,0.13,0.43
17,tcp,223,1089,4,0,19,27,0.02,0.03
11,tcp,406,1173,1,1,27,17,0.42,0.32
20,udp,166,1175,4,0,14,16,0.47,0.3
16,udp,397,472,3,1,12,26,0.17,0.35
4,tcp,77,1206,3,1,36,22,0.34,0.25
5,udp,142,1246,0,1,18,9,0.19,0.32
14,tcp,458,1067,2,0,39,23,0.01,0.37
16,udp,266,1841,5,0,22,5,0.07,0.34
18,tcp,409,1100,3,1,6,24,0.46,0.18
6,tcp,415,132,4,0,5,27,0.29,0.49
7,udp,368,961,5,0,5,18,0.12,0.4
7,tcp,474,1838,5,0,21,21,0.01,0.21
17,udp,393,1621,5,0,25,9,0.23,0.36
20,tcp,124,344,4,0,44,10,0.15,0.38
16,tcp,242,1769,4,0,7,15,0.1,0.09
15,udp,136,767,2,0,44,15,0.42,0.22
1,udp,238,532,4,0,16,28,0.1,0.04
12,udp,282,1551,5,0,2,14,0.17,0.37
8,udp,160,440,0,1,37,11,0.14,0.04
11,udp,494,1538,2,0,28,18,0.06,0.46
3,tcp,76,588,2,1,7,23,0.01,0.09
6,tcp,289,1939,5,0,21,18,0.17,0.11
7,tcp,178,695,0,1,21,13,0.03,0.03
13,tcp,56,1821,5,0,1,23,0.43,0.46
15,udp,452,1578,1,0,28,27,0.39,0.18
13,tcp,333,1629,2,0,42,9,0.09,0.13
20,udp,319,867,2,0,14,13,0.48,0.1
16,tcp,220,1363,5,0,20,25,0.4,0.06
16,udp,169,1925,3,1,16,11,0.42,0.3
1,udp,113,911,2,1,47,6,0.49,0.13
20,tcp,145,1928,4,0,45,17,0.24,0.39
5,tcp,95,1901,1,0,1,4,0.27,0.4
4,tcp,488,494,0,1,24,15,0.32,0.4
2,tcp,300,1449,2,0,47,3,0.12,0.23
12,tcp,201,363,2,1,29,16,0.45,0.28
9,tcp,178,1237,2,1,42,4,0.08,0.36
6,udp,410,1965,2,1,18,2,0.47,0.01
16,tcp,248,273,1,1,33,14,0.15,0.38
1,udp,147,1632,3,1,45,24,0.26,0.17
16,tcp,471,1321,4,0,9,26,0.11,0.11
9,tcp,222,1857,1,0,11,6,0.44,0.42
9,tcp,482,1754,4,0,31,25,0.09,0.23
3,tcp,212,470,3,1,2,1,0.27,0.27
17,tcp,385,534,0,1,30,25,0.12,0.05
18,udp,303,1718,3,1,20,24,0.33,0.17
5,tcp,117,628,2,1,33,16,0.07,0.37
17,udp,240,1884,1,1,36,26,0.49,0.27
13,udp,355,1665,3,0,12,25,0.23,0.07
6,tcp,392,1391,4,0,20,2,0.26,0.3
14,tcp,226,1861,2,0,29,9,0.02,0.29
19,tcp,218,304,5,0,28,7,0.04,0.19
7,tcp,196,1315,2,0,44,19,0.2,0.05
6,tcp,456,1107,5,0,50,15,0.45,0.29
10,tcp,171,1314,1,0,11,23,0.29,0.27
9,udp,304,947,1,1,46,3,0.07,0.36
1,udp,80,1473,1,1,19,28,0.43,0.48
10,tcp,147,1840,3,1,44,8,0.06,0.31
14,tcp,187,1565,5,0,20,13,0.36,0.4
17,tcp,484,1439,1,0,5,27,0.28,0.46
2,tcp,201,1166,1,0,35,12,0.33,0.39
19,udp,365,1336,4,0,49,1,0.16,0.39
7,tcp,121,1842,0,0,17,25,0.17,0.49
11,udp,75,1360,2,1,50,21,0.32,0.13
7,tcp,199,484,2,0,41,28,0.47,0.39
2,tcp,119,1921,3,1,4,16,0.42,0.29
18,udp,356,1631,4,0,4,27,0.47,0.45
4,udp,244,809,4,0,13,4,0.39,0.26
4,tcp,180,1913,1,1,21,21,0.3,0.18
3,udp,386,1536,1,1,31,15,0.3,0.11
1,udp,247,308,4,0,4,21,0.37,0.07
12,tcp,480,1267,2,1,14,16,0.01,0.27
17,udp,459,1970,0,1,4,21,0.23,0.02
20,udp,234,1372,2,0,39,13,0.22,0.1
14,udp,451,1024,3,1,6,6,0.25,0.31
8,udp,273,252,5,0,31,3,0.49,0.37
7,tcp,321,1751,4,0,28,9,0.49,0.09
8,udp,422,554,4,0,46,27,0.17,0.49
2,udp,456,623,1,1,9,9,0.46,0.14
8,tcp,462,322,0,1,2,25,0.4,0.48
19,tcp,138,1106,4,0,40,25,0.19,0.0
17,udp,487,848,4,0,6,23,0.43,0.11
11,udp,434,405,3,1,32,15,0.09,0.4
9,udp,93,1907,1,1,11,26,0.09,0.31
13,tcp,61,488,4,0,11,17,0.24,0.1
15,udp,484,118,2,0,1,15,0.28,0.3
11,tcp,50,773,2,0,35,23,0.49,0.09
9,udp,159,1803,0,1,22,27,0.36,0.45
7,udp,338,1235,5,0,1,9,0.09,0.16
5,tcp,61,1490,3,0,21,14,0.42,0.39
5,tcp,404,1155,3,1,42,23,0.3,0.05
13,tcp,484,482,3,0,42,30,0.1,0.43
1,tcp,303,150,5,0,39,2,0.4,0.45
10,tcp,247,342,3,1,31,16,0.28,0.11
7,tcp,358,510,3,1,49,13,0.47,0.5
7,udp,164,928,1,0,8,21,0.25,0.07
18,tcp,304,258,1,1,14,23,0.21,0.45
13,tcp,210,764,3,0,27,4,0.15,0.14
8,udp,206,1960,2,0,3,18,0.04,0.22
15,tcp,200,1595,4,0,3,1,0.42,0.01
3,tcp,405,1020,5,0,26,9,0.23,0.04
14,tcp,351,1793,2,1,15,26,0.24,0.22
17,udp,361,1263,2,0,42,2,0.34,0.0
4,udp,117,1678,3,0,43,28,0.3,0.32
16,tcp,200,1063,4,0,44,21,0.44,0.28
19,udp,208,245,4,0,4,11,0.26,0.46
5,udp,468,829,3,1,39,13,0.37,0.09
5,udp,473,1807,3,0,35,26,0.12,0.46
15,tcp,257,1915,4,0,23,10,0.12,0.5
20,udp,352,1046,0,1,9,23,0.5,0.04
16,udp,119,346,0,1,18,4,0.32,0.31
20,udp,260,781,0,0,37,15,0.25,0.06
5,udp,341,1092,1,1,40,27,0.05,0.14
19,udp,124,801,2,1,49,18,0.16,0.49
10,udp,218,753,5,0,31,17,0.09,0.09
8,tcp,384,452,2,0,26,19,0.32,0.21
14,tcp,170,1891,0,1,11,7,0.14,0.23
10,tcp,95,759,3,0,26,25,0.24,0.03
15,udp,309,701,1,1,48,17,0.07,0.09
17,tcp,427,1840,4,0,3,5,0.18,0.37
2,udp,469,1269,3,1,1,24,0.39,0.34
7,tcp,236,1949,4,0,3,5,0.13,0.33
14,tcp,101,338,4,0,22,20,0.49,0.24
12,udp,372,955,4,0,8,15,0.14,0.37
8,udp,158,1790,5,0,11,9,0.26,0.22
12,udp,51,1170,4,0,15,26,0.06,0.2
8,udp,275,1633,1,0,40,29,0.13,0.08
6,udp,225,719,0,1,44,3,0.26,0.47
10,tcp,321,1797,1,0,30,30,0.17,0.32
2,tcp,126,326,4,0,1,22,0.12,0.5
19,tcp,82,907,2,1,38,6,0.27,0.12
4,tcp,303,1784,2,0,23,5,0.14,0.14
6,udp,414,239,1,0,17,27,0.42,0.37
5,udp,286,1210,1,1,11,27,0.13,0.24
9,tcp,360,145,3,1,14,30,0.2,0.17
8,udp,274,1964,5,0,33,4,0.27,0.23
6,tcp,466,611,0,1,13,13,0.4,0.15
9,udp,371,707,3,1,11,3,0.37,0.48
18,tcp,193,260,0,0,38,30,0.12,0.36
7,tcp,466,289,1,0,8,1,0.41,0.21
11,udp,61,1699,1,0,18,21,0.02,0.3
14,tcp,66,1364,2,1,41,2,0.22,0.03
12,udp,309,1563,4,0,17,25,0.47,0.14
7,tcp,99,720,3,0,16,11,0.39,0.14
10,tcp,426,877,1,0,21,19,0.35,0.45
14,tcp,194,730,1,0,22,18,0.29,0.44
19,udp,234,1374,4,0,39,4,0.46,0.11
3,udp,187,1906,5,0,46,19,0.1,0.0
9,udp,68,1427,0,0,2,9,0.45,0.21
6,tcp,364,1514,0,0,2,13,0.45,0.09
4,tcp,360,1433,1,1,8,30,0.18,0.34
10,tcp,412,1595,4,0,48,28,0.25,0.27
10,tcp,361,409,3,1,37,16,0.17,0.07
19,tcp,155,714,2,0,33,30,0.17,0.45
16,tcp,336,236,4,0,12,27,0.49,0.04
20,tcp,151,1868,5,0,6,20,0.38,0.06
19,tcp,418,1393,4,0,7,3,0.44,0.14
20,tcp,71,762,2,0,28,25,0.42,0.42
10,tcp,91,715,4,0,21,16,0.47,0.47
9,tcp,469,927,5,0,29,20,0.42,0.43
16,tcp,73,996,3,0,21,22,0.33,0.01
13,udp,356,1906,2,1,26,12,0.26,0.1
14,tcp,264,818,5,0,18,17,0.21,0.13
13,udp,333,376,2,1,9,5,0.18,0.03
6,tcp,363,722,3,1,30,20,0.05,0.43
12,udp,363,547,5,0,31,4,0.42,0.45
5,udp,257,1327,5,0,4,5,0.37,0.46
15,tcp,157,1771,3,1,8,20,0.37,0.38
5,tcp,443,1918,4,0,29,17,0.32,0.42
2,udp,221,133,0,1,29,5,0.06,0.04
14,tcp,114,1987,0,1,5,18,0.16,0.18
9,udp,174,1625,4,0,27,30,0.1,0.1
15,udp,370,450,1,1,39,21,0.27,0.42
12,tcp,157,1701,4,0,19,2,0.07,0.17
18,tcp,333,1787,1,0,35,15,0.34,0.33
15,tcp,401,459,2,1,32,7,0.43,0.38
12,udp,407,992,5,0,41,24,0.49,0.22
7,udp,483,1299,4,0,19,10,0.12,0.26
13,tcp,58,1712,0,0,34,16,0.42,0.03
13,tcp,276,1567,5,0,48,30,0.09,0.29
13,tcp,197,301,1,1,4,22,0.29,0.37
8,tcp,413,714,3,0,2,20,0.34,0.17
11,udp,208,676,3,1,9,2,0.45,0.28
18,tcp,60,479,3,1,19,27,0.35,0.49
20,udp,386,1495,2,0,4,20,0.01,0.01
3,udp,350,1396,3,0,29,29,0.04,0.16
16,tcp,105,961,1,1,49,24,0.28,0.09
7,tcp,396,550,5,0,27,22,0.4,0.06
15,tcp,54,1924,0,0,40,24,0.35,0.14
3,tcp,54,330,4,0,28,17,0.4,0.08
13,tcp,447,788,4,0,31,30,0.23,0.14
14,tcp,210,270,2,1,20,4,0.3,0.33
7,tcp,152,1048,2,1,39,14,0.29,0.14
9,tcp,174,1806,5,0,44,11,0.01,0.18
16,udp,496,1941,3,1,34,14,0.03,0.43
11,tcp,279,880,2,1,26,26,0.46,0.36
15,udp,156,437,0,0,49,28,0.14,0.28
19,tcp,95,1077,3,0,23,27,0.05,0.38
12,udp,336,672,4,0,33,26,0.06,0.3
2,tcp,320,1561,2,1,36,11,0.36,0.45
3,udp,308,1496,5,0,29,17,0.39,0.03
17,udp,439,1501,3,1,9,18,0.16,0.39
15,udp,77,110,2,0,31,22,0.38,0.17
4,tcp,244,1228,0,0,45,30,0.33,0.36
19,udp,299,1159,4,0,11,12,0.21,0.07
11,tcp,484,802,3,0,23,2,0.4,0.01
19,udp,340,1478,5,0,11,26,0.23,0.49
10,tcp,372,1233,1,1,42,7,0.05,0.44
19,udp,151,1613,3,0,6,11,0.0,0.44
7,tcp,266,1903,1,1,41,6,0.37,0.24
5,tcp,151,1965,5,0,8,20,0.37,0.14
8,udp,119,1130,4,0,50,2,0.17,0.03
14,tcp,402,272,2,1,5,28,0.44,0.38
1,tcp,307,120,5,0,24,11,0.24,0.34
1,udp,201,1483,3,0,9,7,0.12,0.19
8,udp,143,1557,1,1,29,7,0.36,0.3
20,udp,193,1928,2,1,22,15,0.41,0.45
20,udp,307,400,3,1,23,18,0.06,0.33
14,tcp,279,218,5,0,49,4,0.15,0.37
17,udp,253,1480,5,0,35,30,0.04,0.03
10,tcp,491,1633,3,0,8,4,0.35,0.32
15,udp,232,779,5,0,41,8,0.29,0.43
16,tcp,100,1758,1,0,13,28,0.28,0.38
6,udp,259,1370,2,1,35,29,0.17,0.39
12,tcp,435,916,5,0,8,27,0.39,0.29
18,tcp,205,546,5,0,50,3,0.27,0.19
3,udp,82,1991,3,1,7,19,0.13,0.08
17,udp,375,318,3,1,21,20,0.24,0.31
10,tcp,285,1624,0,1,5,3,0.37,0.21
9,tcp,171,1536,2,1,19,20,0.38,0.42
14,tcp,228,1281,5,0,32,14,0.38,0.15
13,tcp,298,398,0,1,35,15,0.21,0.15
18,udp,227,1191,4,0,47,23,0.16,0.45
11,tcp,115,637,5,0,17,28,0.23,0.22
20,tcp,227,1756,0,1,49,23,0.17,0.32
8,tcp,467,759,5,0,13,19,0.26,0.43
19,udp,414,1594,2,0,27,14,0.45,0.12
5,tcp,72,1621,4,0,46,24,0.31,0.08
2,udp,366,718,5,0,45,18,0.37,0.33
5,udp,141,1007,3,1,14,4,0.39,0.16
12,udp,69,368,5,0,47,21,0.22,0.26
13,tcp,143,1849,3,1,33,1,0.4,0.18
9,tcp,355,1125,2,0,25,30,0.44,0.3
17,tcp,371,436,0,0,25,8,0.48,0.27
1,tcp,157,422,4,0,27,30,0.28,0.45
16,tcp,399,103,4,0,42,12,0.12,0.37
12,udp,289,1623,4,0,20,16,0.09,0.22
12,udp,348,522,2,0,19,14,0.45,0.45
11,udp,379,713,5,0,21,4,0.29,0.24
6,udp,215,1304,1,0,14,25,0.25,0.33
12,udp,477,1290,4,0,14,14,0.42,0.24
20,udp,274,1903,0,1,9,27,0.0,0.46
10,tcp,57,123,3,0,18,28,0.21,0.18
19,udp,195,404,4,0,8,14,0.12,0.35
7,tcp,159,1750,5,0,16,7,0.04,0.07
6,udp,356,617,5,0,48,11,0.36,0.0
15,udp,158,406,0,0,7,16,0.34,0.44
11,tcp,395,1506,5,0,44,15,0.41,0.26
20,tcp,245,1078,5,0,46,3,0.43,0.06
16,tcp,312,1166,5,0,17,3,0.36,0.01
4,tcp,356,1118,3,0,8,12,0.37,0.1
10,udp,62,1438,4,0,2,27,0.45,0.14
19,tcp,174,1772,2,1,41,5,0.31,0.32
5,udp,166,1686,3,1,44,26,0.31,0.42
15,tcp,459,1403,5,0,4,12,0.02,0.44
18,udp,286,1379,0,1,13,26,0.35,0.43
5,tcp,278,1935,0,1,1,18,0.3,0.14
19,udp,84,1138,1,1,20,3,0.45,0.21
2,tcp,365,1402,4,0,33,30,0.41,0.49
11,udp,412,789,4,0,26,7,0.04,0.13
19,tcp,258,1710,2,1,16,16,0.32,0.07
20,udp,153,177,1,0,7,28,0.19,0.09
7,tcp,96,1248,5,0,38,26,0.48,0.41
17,udp,394,242,2,0,22,19,0.28,0.11
7,tcp,62,1772,3,0,24,6,0.21,0.15
19,udp,352,917,4,0,27,18,0.09,0.17
12,tcp,374,657,4,0,49,28,0.32,0.19
7,udp,267,1409,0,1,33,18,0.21,0.07
5,udp,219,1750,3,1,29,24,0.09,0.32
10,udp,246,989,4,0,13,8,0.33,0.47
5,tcp,413,1440,1,1,37,23,0.4,0.08
14,tcp,344,384,5,0,4,18,0.2,0.42
3,tcp,422,538,3,0,2,4,0.05,0.21
1,tcp,244,927,5,0,25,22,0.33,0.35
19,tcp,389,1600,5,0,23,13,0.08,0.39
2,tcp,228,1998,0,0,37,18,0.28,0.22
1,tcp,247,1819,4,0,11,18,0.19,0.3
6,tcp,321,405,1,0,2,9,0.07,0.48
6,udp,144,928,2,1,34,30,0.09,0.07
18,tcp,114,477,5,0,6,7,0.35,0.36
20,udp,309,1340,3,0,17,30,0.14,0.27
12,tcp,80,1397,2,0,38,9,0.29,0.01
10,tcp,384,980,3,0,27,5,0.07,0.49
17,tcp,54,1096,2,1,23,15,0.36,0.42
20,udp,483,672,3,1,33,7,0.28,0.13
7,tcp,345,1266,4,0,29,12,0.33,0.05
7,udp,326,914,1,1,50,17,0.14,0.18
9,tcp,82,297,4,0,47,18,0.09,0.0
14,udp,369,1440,1,0,39,11,0.44,0.02
5,tcp,50,758,2,1,6,19,0.49,0.48
2,udp,98,950,4,0,19,15,0.48,0.38
16,udp,260,882,0,0,3,26,0.49,0.07
4,tcp,157,1864,0,0,8,28,0.44,0.48
19,udp,195,276,3,1,22,20,0.16,0.42
12,udp,285,505,5,0,25,21,0.22,0.06
2,tcp,149,1214,3,0,44,8,0.29,0.27
1,udp,301,1994,4,0,50,30,0.45,0.41
12,tcp,172,1947,1,1,6,12,0.05,0.15
15,tcp,495,1642,3,1,1,6,0.29,0.46
5,tcp,465,120,5,0,33,28,0.49,0.43
2,tcp,329,1976,2,0,5,13,0.47,0.43
3,udp,83,1462,5,0,17,24,0.36,0.31
12,udp,355,897,4,0,41,23,0.32,0.22
18,tcp,451,1963,1,0,27,28,0.31,0.4
13,udp,79,1250,1,1,22,17,0.2,0.15
7,udp,414,1786,1,1,36,24,0.2,0.28
19,tcp,129,628,3,1,39,19,0.12,0.34
15,tcp,218,1336,2,0,44,11,0.34,0.08
14,udp,343,153,4,0,23,24,0.01,0.49
6,udp,399,1446,1,0,40,14,0.09,0.3
10,tcp,360,1741,4,0,17,11,0.14,0.05
16,udp,138,1101,0,1,10,27,0.21,0.23
12,tcp,178,915,1,0,42,7,0.2,0.16
2,udp,89,118,0,1,1,14,0.39,0.13
11,tcp,185,885,2,1,30,22,0.26,0.17
15,tcp,130,1820,2,0,46,25,0.15,0.11
18,udp,293,595,5,0,17,25,0.37,0.38
5,tcp,443,1467,2,1,41,15,0.1,0.35
9,tcp,162,807,3,1,16,29,0.38,0.03
17,tcp,320,838,2,0,13,25,0.42,0.07
1,udp,164,1051,0,0,7,23,0.01,0.03
11,udp,443,910,3,0,19,29,0.09,0.36
18,tcp,452,1491,2,0,3,13,0.25,0.43
13,udp,450,188,1,1,26,5,0.43,0.12
11,udp,260,505,2,0,50,19,0.35,0.13
10,tcp,171,1504,3,0,20,19,0.23,0.48
4,udp,91,954,4,0,5,13,0.26,0.27
19,tcp,462,277,5,0,34,13,0.27,0.32
20,tcp,330,997,5,0,6,1,0.29,0.12
6,tcp,337,1835,0,1,21,27,0.48,0.42
10,tcp,488,165,1,0,31,10,0.38,0.02
18,tcp,332,831,5,0,14,4,0.23,0.47
2,udp,335,1517,5,0,11,6,0.27,0.31
12,tcp,249,1747,5,0,2,25,0.45,0.28
6,tcp,380,1421,2,1,39,22,0.07,0.34
4,udp,358,1378,5,0,27,2,0.2,0.37
19,tcp,461,1382,5,0,10,18,0.31,0.3
14,tcp,165,456,1,1,14,23,0.21,0.12
1,tcp,261,207,5,0,24,18,0.43,0.28
7,udp,189,1713,0,0,12,4,0.07,0.39
20,tcp,472,561,5,0,44,30,0.15,0.07
8,udp,109,1694,1,1,27,8,0.05,0.44
12,tcp,180,172,5,0,4,28,0.47,0.08
2,udp,83,1556,0,0,50,30,0.18,0.32
2,tcp,382,958,3,1,25,30,0.44,0.15
6,udp,403,591,3,0,31,4,0.32,0.42
14,udp,148,314,5,0,25,18,0.44,0.4
18,tcp,428,803,4,0,2,10,0.03,0.4
4,udp,121,1860,0,0,36,10,0.03,0.23
13,tcp,333,1542,2,1,23,27,0.22,0.11
7,udp,212,1185,0,0,47,1,0.39,0.15
11,tcp,75,907,5,0,31,26,0.08,0.37
14,tcp,484,1008,3,0,27,23,0.19,0.18
8,tcp,485,1341,0,0,48,6,0.1,0.24
16,udp,305,759,1,1,27,15,0.43,0.31
3,tcp,147,1782,0,1,5,20,0.28,0.16
2,tcp,500,1635,4,0,41,20,0.17,0.5
12,udp,196,354,0,0,39,26,0.02,0.22
19,udp,433,1086,0,0,36,30,0.01,0.14
19,tcp,425,172,1,1,10,10,0.29,0.16
9,udp,126,237,2,1,41,29,0.18,0.42
8,tcp,490,1419,2,0,49,21,0.32,0.31
18,udp,243,155,4,0,50,16,0.25,0.43
1,udp,481,1075,3,1,5,15,0.25,0.06
15,udp,461,296,2,0,49,24,0.46,0.24
15,tcp,351,1337,4,0,34,29,0.33,0.23
14,udp,415,261,0,1,13,4,0.4,0.2
10,tcp,138,877,5,0,41,18,0.12,0.21
10,tcp,121,1639,1,0,26,20,0.12,0.28
6,tcp,91,1390,5,0,40,12,0.27,0.27
12,tcp,152,1842,5,0,39,29,0.25,0.38
7,udp,217,1981,1,1,50,24,0.09,0.0
15,udp,94,1724,5,0,14,20,0.07,0.07
13,udp,363,438,2,1,5,10,0.29,0.24
18,udp,315,1319,4,0,35,20,0.16,0.01
18,udp,94,1156,2,0,21,4,0.35,0.36
10,tcp,155,789,0,0,3,2,0.17,0.5
20,tcp,74,1673,0,0,23,2,0.28,0.31
13,udp,405,1292,5,0,7,16,0.11,0.39
15,tcp,461,1822,1,1,13,18,0.46,0.46
18,tcp,246,522,1,0,7,14,0.24,0.21
16,udp,78,1560,5,0,36,16,0.27,0.07
18,udp,484,1568,1,0,6,30,0.08,0.26
11,tcp,218,287,3,1,21,2,0.37,0.02
10,tcp,407,1298,2,0,24,14,0.34,0.32
20,udp,201,958,1,1,8,4,0.02,0.35
20,udp,169,989,1,1,43,11,0.31,0.11
10,udp,467,1211,4,0,16,19,0.33,0.25
18,udp,205,876,4,0,28,27,0.19,0.48
16,udp,283,1767,4,0,10,23,0.38,0.21
12,tcp,476,1245,3,0,30,2,0.48,0.23
1,tcp,281,1500,1,0,46,25,0.32,0.02
19,tcp,97,1349,3,1,49,24,0.39,0.37
6,tcp,69,703,3,1,8,13,0.09,0.16
4,tcp,404,1290,5,0,1,19,0.44,0.36
17,udp,267,261,2,1,42,27,0.22,0.45
19,udp,338,1940,5,0,7,1,0.16,0.15
18,udp,418,1866,4,0,13,14,0.17,0.0
16,udp,253,694,3,0,40,19,0.18,0.07
11,udp,94,1836,2,1,24,18,0.16,0.27
7,udp,254,190,5,0,8,22,0.04,0.07
17,udp,416,1052,4,0,28,11,0.14,0.23
3,udp,183,1318,0,0,16,1,0.32,0.36
19,tcp,471,772,2,0,44,10,0.19,0.44
9,tcp,381,1872,2,1,27,23,0.33,0.26
9,tcp,479,1249,1,1,35,9,0.5,0.46
18,tcp,393,1558,3,0,28,17,0.09,0.12
3,udp,151,1012,5,0,39,5,0.27,0.23
3,udp,374,759,4,0,28,20,0.41,0.14
16,udp,120,803,3,1,7,6,0.06,0.48
2,tcp,58,937,5,0,26,1,0.13,0.19
3,udp,213,1327,5,0,11,9,0.11,0.34
20,tcp,373,1698,0,0,21,30,0.33,0.16
20,tcp,213,656,5,0,18,9,0.34,0.48
17,tcp,385,1707,2,1,48,1,0.02,0.24
13,tcp,481,1087,4,0,42,30,0.21,0.49
17,udp,323,957,5,0,11,17,0.42,0.18
2,udp,162,1827,1,1,4,4,0.13,0.02
15,tcp,111,430,2,0,40,16,0.05,0.24
18,udp,367,1270,5,0,30,15,0.49,0.09
1,udp,484,1273,2,0,24,8,0.2,0.41
8,udp,156,1648,3,1,38,20,0.47,0.23
4,tcp,392,1280,4,0,46,28,0.08,0.36
8,tcp,269,1539,1,1,28,17,0.36,0.01
18,udp,190,1270,3,1,7,28,0.19,0.19
11,tcp,154,1209,4,0,13,22,0.31,0.16
12,udp,109,915,3,1,6,16,0.23,0.27
14,udp,415,1546,2,0,48,27,0.12,0.25
12,udp,336,1637,3,1,15,8,0.44,0.2
6,tcp,277,432,3,1,9,15,0.46,0.11
2,tcp,410,1977,2,0,1,26,0.23,0.29
1,tcp,106,426,5,0,43,29,0.3,0.47
3,udp,233,1635,4,0,25,15,0.49,0.02
6,tcp,181,1653,3,1,35,14,0.43,0.21
12,udp,362,905,0,1,11,16,0.23,0.18
15,udp,182,940,1,0,18,10,0.31,0.17
11,udp,132,370,3,0,17,18,0.18,0.38
12,udp,199,1133,4,0,30,24,0.49,0.16
13,tcp,148,1735,5,0,26,24,0.04,0.47
9,udp,239,1776,4,0,32,19,0.28,0.41
8,udp,451,946,0,0,25,16,0.21,0.22
4,udp,92,1353,3,0,11,28,0.48,0.27
12,udp,329,925,2,0,12,2,0.11,0.2
16,udp,100,1902,3,1,11,2,0.21,0.04
3,tcp,394,1262,2,0,7,26,0.16,0.25
4,tcp,207,1597,0,0,48,26,0.44,0.27
16,tcp,393,1951,1,0,38,26,0.01,0.06
3,udp,401,446,5,0,32,16,0.44,0.37
9,udp,393,1266,4,0,28,29,0.48,0.45
8,tcp,254,733,0,0,11,24,0.25,0.13
